ORDER_ID,CUSTOMER_ID,PROD_ID,TRANSACTION_DATE,UNITS,MOBILE NUMBER,CUSTOMER_NAME,DOB,STATE_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRICE,SALES
5398,100,54,08/03/19,5,1000032646,Valerie Mitchum,28-02-1977,SA,VEGETABLES,SPROUTS AND PEAS,sprouted beans(200gm),32,160
5399,492,128,22-10-2019,7,1000033126,Maribeth Yedwab,17-11-1946,NSW,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO MANGO FRUIT CHEWS 150 GM,49,343
5400,398,67,08/02/19,4,1000033032,Kean Thornton,19-02-1975,VIC,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,224
5401,13,167,21-04-2019,5,1000032559,Vicky Freymann,11/4/1979,VIC,CHOCOLATES AND SWEETS,CANDIES,MENTOS ASSORTED CANDIES 156 GM,50,250
5402,211,114,14-02-2019,6,1000032844,Nicole Hansen,10/10/1932,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY COLA BOTTLES 72.8 GM,30,180
5403,284,157,24-08-2019,5,1000032917,Robert Marley,26-07-1985,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE CREAMFILLS BUTTER TOFFEE 174.8 GM,50,250
5404,140,141,13-11-2019,3,1000032700,Sean O'Donnell,27-08-1965,WA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,30
5405,184,34,26-12-2019,10,1000032797,Carol Adams,19-08-1933,WA,VEGETABLES,EXOTIC VEGETABLES,RED CAPCICUM (LAL SHIMLA MIRCH),149,1490
5406,464,97,24-08-2019,4,1000033098,Lisa Ryan,18-12-1985,QLD,FRUITS,IMPORTED_FRUITS,imported green pears,229,916
5407,553,95,06/11/19,10,1000033187,Joni Blumstein,2/12/1961,WA,FRUITS,IMPORTED_FRUITS,baby kiwi,89,890
5408,468,91,08/08/19,7,1000033102,Marina Lichtenstein,9/3/1952,QLD,FRUITS,CITRUS_FRUITS,white guava,59,413
5409,344,154,10/12/19,2,1000032977,Barbara Fisher,11/6/1974,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,20
5410,258,77,04/11/19,1,1000032891,Katrina Willman,26-02-1939,WA,FRUITS,APPLE,royal gala,179,179
5411,345,170,03/09/19,6,1000032978,Caroline Jumper,20-09-1963,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE KISMI TOFFEE 314 GM,50,300
5412,131,86,09/09/19,9,1000032677,Corey Roper,25-12-1947,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,765
5413,490,163,02/02/19,5,1000033124,Shahid Shariari,18-09-1964,QLD,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,250
5414,8,151,11/07/19,3,1000032554,Jane Waco,29-04-1987,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,75
5415,417,81,21-06-2019,2,1000033051,Joe Kamberova,10/10/1985,QLD,FRUITS,BANANA,robust,26,52
5416,485,173,08/03/19,9,1000033119,Russell Applegate,27-09-1956,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE ORANGE BITE CANDY 289 GM,50,450
5417,578,149,15-04-2019,9,1000033212,Paul Knutson,9/10/1963,VIC,CHOCOLATES AND SWEETS,CANDIES,SWAD IMLI & GUAVA CANDY 100 GM,100,900
5418,169,66,23-05-2019,10,1000032770,Neil Französisch,17-11-1977,SA,VEGETABLES,SEASONAL VEGETABLES,cabbage(patta gobi),18,180
5419,540,4,17-11-2019,9,1000033174,Andy Yotov,28-02-1982,QLD,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,612
5420,24,169,11/02/19,9,1000032570,Naresj Patel,10/11/1960,NSW,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,450
5421,280,161,14-10-2019,5,1000032913,Corey Catlett,8/1/1945,WA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,1120
5422,393,93,08/02/19,3,1000033027,Astrea Jones,8/11/1977,WA,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,117
5423,483,174,25-02-2019,3,1000033117,Michelle Huthwaite,31-05-1952,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,177
5424,587,157,09/06/19,3,1000033221,Pamela Coakley,14-12-1969,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE CREAMFILLS BUTTER TOFFEE 174.8 GM,50,150
5425,118,115,28-04-2019,6,1000032664,Julie Kriz,26-06-1939,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,180
5426,260,140,28-10-2019,8,1000032893,Harry Marie,11/1/1953,SA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,80
5427,70,92,02/10/19,3,1000032616,Shui Tom,11/3/1988,VIC,FRUITS,CITRUS_FRUITS,parlee namkeen alu bhujia,na,#VALUE!
5428,552,39,03/02/19,3,1000033186,Beth Thompson,2/8/1976,WA,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,42
5429,146,43,07/03/19,3,1000032720,Alan Dominguez,9/12/1976,WA,VEGETABLES,LEAFY VEGETABLES, SPINACH (PALAK),10,30
5430,260,20,11/08/19,1,1000032893,Harry Marie,11/1/1953,SA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (FRENCH),44,44
5431,414,5,05/02/19,1,1000033048,Quincy Jones,10/8/1990,VIC,VEGETABLES,BRINJAL,BIG BLACK BRINJAL (BHARTA BAINGAN),38,38
5432,38,31,26-03-2019,9,1000032584,Patrick O'Donnell,17-06-1976,QLD,VEGETABLES,EXOTIC VEGETABLES,ICEBERG LETTUCE,119,1071
5433,1,72,26-07-2019,8,1000032547,Rick Hansen,15-09-1984,QLD,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,312
5434,386,135,01/09/19,10,1000033020,Art Ferguson,28-07-1950,WA,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY APPLE CRUNCH 42 GM,55,550
5435,66,26,24-12-2019,7,1000032612,Cari Sayre,7/10/1988,QLD,VEGETABLES,EXOTIC VEGETABLES,CELERY (AJWAIN),149,1043
5436,476,75,19-09-2019,6,1000033110,Angele Hood,31-05-1964,QLD,FRUITS,APPLE,kinnaur,149,894
5437,386,93,20-02-2019,7,1000033020,Art Ferguson,28-07-1950,WA,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,273
5438,181,77,04/06/19,8,1000032788,Eleni McCrary,19-06-1958,VIC,FRUITS,APPLE,royal gala,179,1432
5439,391,10,03/07/19,7,1000033025,Sally Knutson,18-07-1944,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GARLIC PEELED (CHHILA LASSAN),35,245
5440,72,72,26-11-2019,3,1000032618,Laura Armstrong,13-05-1974,NSW,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,117
5441,503,118,12/06/19,9,1000033137,Susan Gilcrest,5/5/1975,QLD,CHOCOLATES AND SWEETS,CANDIES,CENTER FRUIT CHEWING GUM 27.2 GM,10,90
5442,575,168,27-12-2019,1,1000033209,Michael Nguyen,26-11-1970,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE 2 IN 1 ECLAIRS TOFFEE 277 GM,50,50
5443,343,100,16-12-2019,5,1000032976,Larry Tron,23-06-1980,WA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,995
5444,513,29,17-06-2019,4,1000033147,Michael Granlund,1/10/1952,NSW,VEGETABLES,EXOTIC VEGETABLES,GREEN ZUCCHINI (HARI TURAII),149,596
5445,463,48,19-01-2019,1,1000033097,Roy Phan,3/9/1973,QLD,VEGETABLES,ONION POTATO AND TOMATO,SAMBHAR ONION - PYAAZ,229,229
5446,564,120,07/01/19,1,1000033198,Thea Hendricks,21-11-1940,QLD,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BITES 66.6 GM,30,30
5447,218,98,16-08-2019,1,1000032851,Meg Tillman,26-10-1977,WA,FRUITS,IMPORTED_FRUITS,imported kiwi eaches,39,39
5448,368,75,17-03-2019,1,1000033001,Tom Stivers,31-12-1931,WA,FRUITS,APPLE,kinnaur,149,149
5449,113,165,27-03-2019,5,1000032659,Penelope Sewall,30-03-1973,SA,CHOCOLATES AND SWEETS,CANDIES,MALA'S ASSORTED MELTIES 300 GM,69,345
5450,44,75,28-05-2019,5,1000032590,Zuschuss Carroll,10/7/1991,NSW,FRUITS,APPLE,kinnaur,149,745
5451,136,154,14-03-2019,6,1000032688,Anna Gayman,1/4/1966,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,60
5452,562,95,22-10-2019,2,1000033196,Julia West,5/8/1944,WA,FRUITS,IMPORTED_FRUITS,baby kiwi,89,178
5453,253,115,26-04-2019,7,1000032886,Cynthia Arntzen,1/7/1950,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,210
5454,299,133,01/06/19,4,1000032932,Brad Norvell,13-02-1971,WA,CHOCOLATES AND SWEETS,CANDIES,MENTOS PURE FRESH MINT SUGARFREE GUM 56 GM,100,400
5455,361,167,22-09-2019,6,1000032994,Jack Lebron,9/10/1977,NSW,CHOCOLATES AND SWEETS,CANDIES,MENTOS ASSORTED CANDIES 156 GM,50,300
5456,522,123,12/09/19,9,1000033156,Alejandro Grove,9/7/1975,QLD,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,180
5457,560,104,13-03-2019,7,1000033194,John Dryer,14-10-1947,QLD,FRUITS,SEASONAL FRUITS,custard apple,139,973
5458,339,146,11/09/19,6,1000032972,Brian Derr,19-10-1960,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDIES JAR (PACK OF 50),50,300
5459,239,8,02/12/19,10,1000032872,Chad Cunningham,6/7/1946,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,CHILLI(MIRCHI BHAJI),78,780
5460,593,61,12/02/19,4,1000033227,Guy Thornton,11/3/1946,NSW,VEGETABLES,ROOTY VEGETABLES,colocasia small pack,68,272
5461,246,109,20-09-2019,3,1000032879,Ross Baird,8/5/1956,SA,FRUITS,SEASONAL FRUITS,sun melon,48,144
5462,314,28,17-12-2019,7,1000032947,Roger Barcio,26-04-1976,WA,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,133
5463,280,86,15-10-2019,3,1000032913,Corey Catlett,8/1/1945,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,255
5464,330,172,24-02-2019,4,1000032963,Eric Murdock,3/3/1944,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,200
5465,495,109,23-01-2019,10,1000033129,Delfina Latchford,26-07-1953,QLD,FRUITS,SEASONAL FRUITS,sun melon,48,480
5466,556,48,06/04/19,5,1000033190,Yana Sorensen,28-01-1973,QLD,VEGETABLES,ONION POTATO AND TOMATO,SAMBHAR ONION - PYAAZ,229,1145
5467,588,94,25-09-2019,1,1000033222,Katrina Edelman,19-08-1934,QLD,FRUITS,IMPORTED_FRUITS,Avacado,399,399
5468,55,3,19-09-2019,8,1000032601,Fred Hopkins,23-07-1975,SA,VEGETABLES,BEANS,COW PEAS(BORA BEANS),59,472
5469,214,83,15-05-2019,6,1000032847,Muhammed Yedwab,16-07-1937,WA,FRUITS,BERRY,gooseberry(amla),69,414
5470,14,147,20-03-2019,1,1000032560,Peter Fuller,12/3/1985,NSW,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 100),100,100
5471,357,55,01/10/19,3,1000032990,Sample Company A,13-11-1959,WA,VEGETABLES,SPROUTS AND PEAS,sprouted beans mathki(200gm),32,96
5472,19,177,03/12/19,6,1000032565,Ritsa Hightower,30-09-1949,NSW,CHOCOLATES AND SWEETS,CANDIES,SIMPKINS ORANGE LEMON & GRAPE FRUIT DROPS 200 GM,225,1350
5473,283,80,26-10-2019,3,1000032916,Nora Pelletier,21-09-1974,WA,FRUITS,BANANA,banana red,99,297
5474,552,102,03/09/19,8,1000033186,Beth Thompson,2/8/1976,WA,FRUITS,MELONS,water melon(2.5kg),85,680
5475,93,131,22-07-2019,10,1000032639,Maria Zettner,10/6/1970,NT,CHOCOLATES AND SWEETS,CANDIES,MENTOS MINT STICK 31.2 GM,15,150
5476,67,35,14-08-2019,8,1000032613,Evan Minnotte,29-11-1989,NSW,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,80
5477,406,145,21-12-2019,9,1000033040,Carlos Soltero,15-08-1967,VIC,CHOCOLATES AND SWEETS,CANDIES,SNICKERS CHOCOLATE BAR 28.75 GM (PACK OF 4),75,675
5478,363,35,28-05-2019,6,1000032996,Ed Ludwig,12/3/1940,WA,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,60
5479,380,29,25-03-2019,6,1000033014,Chuck Magee,10/11/1963,WA,VEGETABLES,EXOTIC VEGETABLES,GREEN ZUCCHINI (HARI TURAII),149,894
5480,494,4,05/11/19,1,1000033128,Debra Catini,17-11-1941,QLD,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,68
5481,291,178,07/06/19,9,1000032924,Alejandro Savely,29-07-1940,WA,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,2475
5482,101,64,27-01-2019,4,1000032647,Don Miller,1/11/1982,SA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,36
5483,599,147,22-11-2019,2,1000033233,Liz Preis,7/4/1938,QLD,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 100),100,200
5484,235,97,03/11/19,9,1000032868,Dennis Kane,27-10-1954,WA,FRUITS,IMPORTED_FRUITS,imported green pears,229,2061
5485,594,155,17-11-2019,4,1000033228,Patrick Ryan,10/11/1946,SA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,40
5486,380,137,24-08-2019,2,1000033014,Chuck Magee,10/11/1963,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,200
5487,41,150,17-02-2019,9,1000032587,Barry Franz,23-02-1957,QLD,CHOCOLATES AND SWEETS,CANDIES,SWAD KACCHA AAM & LEMON CANDY 1.5 GM (PACK OF 90),100,900
5488,472,21,19-01-2019,9,1000033106,Hallie Redmond,3/1/1970,QLD,VEGETABLES,CUCUMBER AND GOURDS,MADRAS CUCUMBER (MADRAS KHEERA),33,297
5489,57,51,25-05-2019,4,1000032603,Mitch Webber,1/2/1960,VIC,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,128
5490,326,146,26-08-2019,8,1000032959,Ruben Ausman,4/1/1952,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDIES JAR (PACK OF 50),50,400
5491,53,18,21-01-2019,3,1000032599,Deirdre Greer,14-08-1977,NSW,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (DESI KHEERA),34,102
5492,112,125,03/06/19,6,1000032658,Don Weiss,12/2/1940,SA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,120
5493,308,161,13-09-2019,10,1000032941,John Castell,3/12/1963,WA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,2240
5494,250,71,21-08-2019,8,1000032883,Brendan Dodson,10/5/1955,VIC,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,552
5495,101,2,03/02/19,1,1000032647,Don Miller,1/11/1982,SA,VEGETABLES,BEANS,CLUSTER BEANS(GOUAR KI PHALI),89,89
5496,589,24,02/09/19,9,1000033223,Steve Carroll,20-12-1932,QLD,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,171
5497,102,91,21-08-2019,2,1000032648,Neoma Murray,7/12/1968,SA,FRUITS,CITRUS_FRUITS,white guava,59,118
5498,103,64,02/12/19,7,1000032649,Rose O'Brian,5/9/1951,SA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,63
5499,43,73,11/12/19,9,1000032589,Greg Tran,1/5/1986,SA,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,351
5500,23,70,12/10/19,7,1000032569,Laurel Beltran,29-01-1951,NSW,VEGETABLES,SEASONAL VEGETABLES,fresh groundnut,109,763
5501,383,59,14-11-2019,3,1000033017,Todd Sumrall,18-12-1944,WA,VEGETABLES,ROOTY VEGETABLES,beetroot,48,144
5502,107,25,26-08-2019,5,1000032653,Odella Nelson,6/7/1953,SA,VEGETABLES,EXOTIC VEGETABLES,BROCCOLI,119,595
5503,493,12,08/06/19,10,1000033127,Henry Goldwyn,12/7/1937,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,INDIAN GARLIC (LEHSUN),229,2290
5504,340,150,18-01-2019,4,1000032973,Randy Ferguson,13-12-1955,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD KACCHA AAM & LEMON CANDY 1.5 GM (PACK OF 90),100,400
5505,48,140,07/02/19,1,1000032594,Scott Williamson,24-03-1973,SA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,10
5506,407,164,04/07/19,7,1000033041,Chris McAfee,2/3/1977,WA,CHOCOLATES AND SWEETS,CANDIES,FOX'S CRYSTAL CLEAR FRUITS FLAVOURED CANDY 90 GM,47,329
5507,89,44,12/03/19,9,1000032635,Steve Chapman,30-03-1990,SA,VEGETABLES,LEAFY VEGETABLES,SPRING ONION (HARA PYAZ),19,171
5508,155,37,05/10/19,6,1000032749,Jason Fortune-,23-04-1984,NSW,VEGETABLES,LEAFY VEGETABLES,CURRY LEAVES,5,30
5509,395,63,05/03/19,9,1000033029,Elpida Rittenbach,30-10-1969,WA,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,531
5510,221,79,07/09/19,10,1000032854,Dana Kaydos,15-10-1971,WA,FRUITS,BANANA,nendran,99,990
5511,125,125,05/10/19,6,1000032671,Sean Braxton,12/4/1979,SA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,120
5512,556,137,23-12-2019,2,1000033190,Yana Sorensen,28-01-1973,QLD,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,200
5513,360,136,18-07-2019,10,1000032993,Bill Stewart,16-11-1957,WA,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY OATS & CHOCOLATE GRANOLA BAR 21 GM,25,250
5514,489,75,01/02/19,7,1000033123,Dianna Arnett,8/8/1949,QLD,FRUITS,APPLE,kinnaur,149,1043
5515,333,7,18-09-2019,8,1000032966,Luke Weiss,16-02-1967,WA,VEGETABLES,BRINJAL,PURPLE STRIPED BRINJAL (BAINGAN DHARIDAR),48,384
5516,128,17,04/06/19,9,1000032674,Mike Pelletier,22-04-1970,WA,VEGETABLES,CUCUMBER AND GOURDS,COCCINIA(TENDLI),78,702
5517,322,74,16-01-2019,8,1000032955,Mark Packer,15-04-1957,WA,FRUITS,APPLE,granny smith,259,2072
5518,198,107,22-08-2019,1,1000032831,Maribeth Dona,10/12/1984,WA,FRUITS,SEASONAL FRUITS,guava,99,99
5519,548,171,19-06-2019,3,1000033182,Alyssa Crouse,1/12/1960,QLD,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,150
5520,325,42,18-11-2019,1,1000032958,Mathew Reese,28-01-1966,WA,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,15
5521,71,7,24-09-2019,10,1000032617,Barry Weirich,11/9/1982,NSW,VEGETABLES,BRINJAL,PURPLE STRIPED BRINJAL (BAINGAN DHARIDAR),48,480
5522,432,130,23-12-2019,6,1000033066,Maria Etezadi,2/9/1942,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,600
5523,69,154,02/02/19,5,1000032615,Alan Schoenberger,30-07-1968,SA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,50
5524,431,127,17-06-2019,9,1000033065,Paul Prost,15-04-1950,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO RAW MANGO PULPY FRUIT CHEWS 150 GM,49,441
5525,449,83,02/11/19,3,1000033083,Alex Avila,19-08-1944,NSW,FRUITS,BERRY,gooseberry(amla),69,207
5526,388,71,15-02-2019,3,1000033022,Brendan Murry,12/9/1958,WA,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,207
5527,577,55,10/06/19,5,1000033211,Doug Bickford,21-02-1939,QLD,VEGETABLES,SPROUTS AND PEAS,sprouted beans mathki(200gm),32,160
5528,520,3,01/07/19,1,1000033154,Victor Preis,3/9/1957,QLD,VEGETABLES,BEANS,COW PEAS(BORA BEANS),59,59
5529,96,151,28-09-2019,9,1000032642,Logan Haushalter,6/1/1961,VIC,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,225
5530,319,90,20-05-2019,1,1000032952,Robert Waldorf,17-08-1960,WA,FRUITS,CITRUS_FRUITS,sweet Tamarind(250gm),89,89
5531,497,47,26-12-2019,5,1000033131,Cathy Hwang,5/2/1961,QLD,VEGETABLES,ONION POTATO AND TOMATO,POTATO (ALOO),150,750
5532,373,42,02/04/19,7,1000033007,Tracy Blumstein,28-07-1956,WA,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,105
5533,125,140,06/12/19,4,1000032671,Sean Braxton,12/4/1979,SA,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,40
5534,583,178,07/04/19,9,1000033217,Michelle Arnett,13-05-1982,QLD,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,2475
5535,34,115,03/11/19,9,1000032580,Nora Preis,6/2/1949,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,270
5536,57,81,11/07/19,6,1000032603,Mitch Webber,1/2/1960,VIC,FRUITS,BANANA,robust,26,156
5537,339,93,01/05/19,8,1000032972,Brian Derr,19-10-1960,WA,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,312
5538,279,14,18-06-2019,9,1000032912,William Brown,23-04-1933,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON GRASS,25,225
5539,494,155,07/04/19,10,1000033128,Debra Catini,17-11-1941,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,100
5540,49,162,14-05-2019,2,1000032595,John Huston,17-12-1985,NSW,CHOCOLATES AND SWEETS,CANDIES,CAVENDISH & HARVEY BARLEY SUGAR DROPS 200 GM,225,450
5541,131,163,01/09/19,10,1000032677,Corey Roper,25-12-1947,WA,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,500
5542,350,49,20-01-2019,7,1000032983,Paul Stevenson,5/10/1978,WA,VEGETABLES,ONION POTATO AND TOMATO,TOMATO (TAMATAR),32,224
5543,517,148,12/12/19,10,1000033151,Tim Taslimi,5/12/1972,QLD,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 90),100,1000
5544,163,107,04/09/19,10,1000032762,Alice McCarthy,2/9/1946,SA,FRUITS,SEASONAL FRUITS,guava,99,990
5545,172,31,19-04-2019,5,1000032773,Nathan Mautz,4/4/1972,VIC,VEGETABLES,EXOTIC VEGETABLES,ICEBERG LETTUCE,119,595
5546,527,151,25-12-2019,1,1000033161,Brian Dahlen,7/11/1965,QLD,CHOCOLATES AND SWEETS,CANDIES,TIC TAC CHERRY COLA 16 GM,25,25
5547,593,67,25-05-2019,3,1000033227,Guy Thornton,11/3/1946,NSW,VEGETABLES,SEASONAL VEGETABLES,capsicum green,56,168
5548,232,145,18-04-2019,2,1000032865,Annie Thurman,21-04-1931,SA,CHOCOLATES AND SWEETS,CANDIES,SNICKERS CHOCOLATE BAR 28.75 GM (PACK OF 4),75,150
5549,98,130,09/05/19,8,1000032644,Adam Bellavance,25-02-1939,SA,CHOCOLATES AND SWEETS,CANDIES,MENTOS GUM PURE FRESH SPEARMINT 56 GM,100,800
5550,93,71,27-05-2019,10,1000032639,Maria Zettner,10/6/1970,NT,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,690
5551,248,44,25-10-2019,3,1000032881,Thomas Seio,23-12-1954,SA,VEGETABLES,LEAFY VEGETABLES,SPRING ONION (HARA PYAZ),19,57
5552,453,43,07/08/19,6,1000033087,Matt Collins,22-02-1988,QLD,VEGETABLES,LEAFY VEGETABLES, SPINACH (PALAK),10,60
5553,304,65,24-08-2019,5,1000032937,Melanie Seite,20-05-1964,WA,VEGETABLES,ROOTY VEGETABLES,yan(Rataaloo),49,245
5554,565,143,21-03-2019,2,1000033199,Nathan Gelder,14-02-1946,QLD,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON PAN PASAND GOLD CANDY 200 GM,50,100
5555,413,137,10/09/19,4,1000033047,Maris LaWare,30-04-1932,VIC,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,400
5556,380,154,07/07/19,4,1000033014,Chuck Magee,10/11/1963,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC PEACH AND PASSION FRUIT FLAVOURED MINTS 10.2 GM,10,40
5557,585,48,22-06-2019,4,1000033219,Jennifer Halladay,22-12-1971,QLD,VEGETABLES,ONION POTATO AND TOMATO,SAMBHAR ONION - PYAAZ,229,916
5558,85,165,17-11-2019,6,1000032631,Janet Martin,27-01-1952,QLD,CHOCOLATES AND SWEETS,CANDIES,MALA'S ASSORTED MELTIES 300 GM,69,414
5559,261,22,27-07-2019,7,1000032894,Beth Paige,6/5/1974,WA,VEGETABLES,CUT VEGETABLES,SWEET CORN SHELLED,20,140
5560,587,115,27-05-2019,6,1000033221,Pamela Coakley,14-12-1969,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY MANGO BOTTLES 72.8 GM,30,180
5561,106,128,02/11/19,8,1000032652,Roland Schwarz,6/5/1937,VIC,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO MANGO FRUIT CHEWS 150 GM,49,392
5562,392,72,15-06-2019,5,1000033026,Arthur Gainer,11/11/1959,WA,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,195
5563,341,43,27-06-2019,5,1000032974,Kristen Hastings,17-07-1988,WA,VEGETABLES,LEAFY VEGETABLES, SPINACH (PALAK),10,50
5564,241,96,04/07/19,8,1000032874,Charles Sheldon,22-02-1959,WA,FRUITS,IMPORTED_FRUITS,dragon fruit,65,520
5565,475,28,18-08-2019,10,1000033109,Amy Hunt,4/4/1978,QLD,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,190
